"fecha";"cod_producto";"precio";"cod_punto_venta"
2019-09-15;"A";0,503865393360619;"cod_pv_7268"
2022-02-15;"A";0,618008185538881;"cod_pv_36"
2022-04-01;"A";0,690768531150523;"cod_pv_7268"
2022-04-28;"A";0,681673487949068;"cod_pv_4454"
2022-04-09;"A";0,699863574351978;"cod_pv_5803"
2019-05-24;"A";0,508867667121419;"cod_pv_5803"
2021-08-04;"A";0,931787175989086;"cod_pv_1380"
2019-07-05;"A";0,490222828558436;"cod_pv_7268"
2021-11-20;"A";0,754433833560709;"cod_pv_2574"
2021-08-06;"A";0,909049567985448;"cod_pv_2574"
2022-01-02;"A";0,668030923146885;"cod_pv_36"
2020-06-10;"A";0,613460663938154;"cod_pv_2574"
2021-04-06;"A";0,922692132787631;"cod_pv_5803"
2019-08-26;"A";0,492951341518872;"cod_pv_7268"
2020-05-18;"A";0,595270577535243;"cod_pv_2574"
2020-03-25;"A";0,531605275125057;"cod_pv_36"
2020-07-15;"A";0,590723055934516;"cod_pv_36"
2019-03-04;"A";0,495225102319236;"cod_pv_5803"
2021-06-19;"A";0,799909049567985;"cod_pv_36"
2020-05-27;"A";0,54524783992724;"cod_pv_36"
2020-01-19;"A";0,549340609367895;"cod_pv_7268"
2020-08-25;"A";0,636198271941792;"cod_pv_2574"
2022-02-12;"A";0,690768531150523;"cod_pv_2574"
2021-07-03;"A";0,877216916780355;"cod_pv_36"
2020-07-19;"A";0,590723055934516;"cod_pv_36"
2019-09-20;"A";0,517962710322874;"cod_pv_5803"
2020-11-03;"A";0,645293315143247;"cod_pv_36"
2021-10-05;"A";0,788994997726239;"cod_pv_7268"
2020-12-01;"A";0,872669395179627;"cod_pv_5803"
2021-06-29;"A";0,881764438381082;"cod_pv_2574"
2021-07-08;"A";0,931787175989086;"cod_pv_1380"
2020-09-15;"A";0,627103228740337;"cod_pv_1380"
2021-05-14;"A";0,881764438381082;"cod_pv_5803"
2021-03-28;"A";0,913597089586176;"cod_pv_36"
2021-08-23;"A";0,849931787175989;"cod_pv_1380"
2019-11-26;"A";0,554342883128695;"cod_pv_5803"
2021-03-13;"A";0,986357435197817;"cod_pv_5803"
2020-03-27;"A";0,590723055934516;"cod_pv_2574"
2020-06-15;"A";0,618008185538881;"cod_pv_2574"
2020-04-03;"A";0,590723055934516;"cod_pv_2574"
2020-08-05;"A";0,645293315143247;"cod_pv_1380"
2020-01-16;"A";0,552069122328331;"cod_pv_7268"
2021-04-23;"A";0,884492951341519;"cod_pv_2574"
2021-08-01;"A";0,945429740791269;"cod_pv_5803"
2020-02-12;"A";0,572532969531605;"cod_pv_5803"
2020-05-21;"A";0,536152796725785;"cod_pv_36"
2019-11-28;"A";0,499772623919964;"cod_pv_36"
2021-04-21;"A";0,88631195998181;"cod_pv_2574"
2020-04-02;"A";0,585720782173715;"cod_pv_7268"
2020-08-06;"A";0,65893587994543;"cod_pv_5803"
2021-09-05;"A";0,79081400636653;"cod_pv_5803"
2021-01-27;"A";0,913597089586176;"cod_pv_5803"
2019-11-26;"A";0,554342883128695;"cod_pv_2574"
2022-02-14;"A";0,686221009549795;"cod_pv_5803"
2021-02-01;"A";0,890859481582538;"cod_pv_2574"
2021-10-09;"A";0,795361527967258;"cod_pv_1380"
2021-06-16;"A";0,799909049567985;"cod_pv_36"
2019-06-01;"A";0,494770350159163;"cod_pv_7268"
2021-06-05;"A";0,895407003183265;"cod_pv_5803"
2021-06-10;"A";0,872669395179627;"cod_pv_1380"
2020-11-26;"A";0,708958617553433;"cod_pv_36"
2019-12-16;"A";0,56343792633015;"cod_pv_1380"
2021-11-07;"A";0,77262391996362;"cod_pv_2574"
2021-02-21;"A";0,875397908140064;"cod_pv_7268"
2020-07-12;"A";0,654388358344702;"cod_pv_2574"
2020-03-26;"A";0,531605275125057;"cod_pv_36"
2020-06-04;"A";0,586175534333788;"cod_pv_1380"
2020-04-05;"A";0,581628012733061;"cod_pv_1380"
2019-09-08;"A";0,499772623919964;"cod_pv_1380"
2020-09-12;"A";0,626648476580264;"cod_pv_7268"
2021-07-25;"A";0,890859481582538;"cod_pv_36"
2019-08-23;"A";0,445202364711232;"cod_pv_36"
2019-10-17;"A";0,517507958162801;"cod_pv_7268"
2020-02-17;"A";0,517962710322874;"cod_pv_36"
2021-10-22;"A";0,818099135970896;"cod_pv_5803"
2020-12-02;"A";0,863574351978172;"cod_pv_7268"
2019-07-08;"A";0,490677580718508;"cod_pv_1380"
2021-12-26;"A";0,65893587994543;"cod_pv_36"
2020-02-03;"A";0,513415188722146;"cod_pv_36"
2022-06-15;"A";0,809004092769441;"cod_pv_5803"
2019-05-05;"A";0,44974988631196;"cod_pv_36"
2021-04-29;"A";0,852660300136426;"cod_pv_7268"
2020-01-14;"A";0,558890404729423;"cod_pv_2574"
2020-06-19;"A";0,622555707139609;"cod_pv_5803"
2022-04-18;"A";0,699863574351978;"cod_pv_1380"
2020-01-05;"A";0,554342883128695;"cod_pv_5803"
2022-06-24;"A";0,799909049567985;"cod_pv_2574"
2019-12-02;"A";0,504320145520691;"cod_pv_36"
2021-03-30;"A";0,949977262391996;"cod_pv_1380"
2022-03-10;"A";0,695316052751251;"cod_pv_2574"
2019-06-21;"A";0,490677580718508;"cod_pv_5803"
2019-07-23;"A";0,486130059117781;"cod_pv_1380"
2022-04-03;"A";0,699863574351978;"cod_pv_2574"
2019-11-19;"A";0,540700318326512;"cod_pv_1380"
2021-11-10;"A";0,768076398362892;"cod_pv_1380"
2021-11-28;"A";0,754433833560709;"cod_pv_7268"
2021-12-24;"A";0,722601182355616;"cod_pv_7268"
2021-06-23;"A";0,834470213733515;"cod_pv_7268"
2021-01-18;"A";0,889040472942247;"cod_pv_5803"
2019-11-16;"A";0,490677580718508;"cod_pv_36"
2022-02-08;"A";0,604365620736699;"cod_pv_36"
2021-03-19;"A";0,990904956798545;"cod_pv_5803"
2020-07-18;"A";0,654388358344702;"cod_pv_2574"
2021-08-06;"A";0,8681218735789;"cod_pv_36"
2019-03-18;"A";0,507048658481128;"cod_pv_5803"
2020-08-15;"A";0,590723055934516;"cod_pv_36"
2020-07-20;"A";0,599818099135971;"cod_pv_36"
2022-06-08;"A";0,809004092769441;"cod_pv_2574"
2020-06-09;"A";0,54524783992724;"cod_pv_36"
2021-01-29;"A";0,909049567985448;"cod_pv_2574"
2020-07-28;"A";0,604365620736699;"cod_pv_36"
2020-09-11;"A";0,636198271941792;"cod_pv_5803"
2021-09-04;"A";0,781718963165075;"cod_pv_7268"
2021-02-03;"A";0,890859481582538;"cod_pv_2574"
2020-03-13;"A";0,581628012733061;"cod_pv_5803"
2021-02-08;"A";0,88631195998181;"cod_pv_2574"
2020-10-18;"A";0,666211914506594;"cod_pv_7268"
2019-06-01;"A";0,499772623919964;"cod_pv_2574"
2021-05-20;"A";0,918144611186903;"cod_pv_2574"
2020-04-06;"A";0,581628012733061;"cod_pv_1380"
2021-07-13;"A";0,931787175989086;"cod_pv_1380"
2020-06-07;"A";0,54524783992724;"cod_pv_36"
2021-04-20;"A";0,88631195998181;"cod_pv_1380"
2020-10-26;"A";0,695316052751251;"cod_pv_5803"
2022-02-07;"A";0,681673487949068;"cod_pv_2574"
2020-06-09;"A";0,613460663938154;"cod_pv_5803"
2020-10-31;"A";0,67712596634834;"cod_pv_1380"
2019-04-23;"A";0,499317871759891;"cod_pv_7268"
2021-06-29;"A";0,854479308776717;"cod_pv_1380"
2021-10-22;"A";0,818099135970896;"cod_pv_2574"
2019-06-01;"A";0,499772623919964;"cod_pv_5803"
2022-03-29;"A";0,695316052751251;"cod_pv_5803"
2022-06-17;"A";0,804456571168713;"cod_pv_2574"
2021-05-09;"A";0,849931787175989;"cod_pv_7268"
2019-04-05;"A";0,440654843110505;"cod_pv_36"
2021-02-27;"A";0,936334697589814;"cod_pv_5803"
2020-09-06;"A";0,581628012733061;"cod_pv_36"
2022-07-14;"A";0,781718963165075;"cod_pv_5803"
